Unnamed: 0,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,NumUnderscore,NumQueryComponents,NumAmpersand,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
6424.0,1,0,5,96,8,0,1,0,0,14,1,1,0,0,1,14,75,0,0,0,0.361867704,0.378048781,0,1,1,0,1,0.070038911,0,0,0,0,1,1,0,1,1,-1,1.0,-1,0,0,0
6754.0,2,1,6,131,9,0,0,1,0,8,1,1,0,0,1,27,78,18,0,0,0.458333333,0.5,0,1,1,0,0,0.0,0,0,0,0,1,0,0,1,1,-1,-1.0,1,0,0,0
6899.0,2,1,5,74,6,0,0,0,0,8,1,1,0,0,1,23,44,0,0,0,0.131578947,1.0,1,1,1,0,0,0.02631579,0,0,0,0,1,0,0,1,1,0,-1.0,1,0,1,0
7062.0,3,2,5,65,3,0,0,0,0,8,1,1,0,0,0,22,36,0,0,0,0.053030303,0.963636364,1,1,1,0,0,0.011363636,0,0,0,0,1,1,0,1,0,0,-1.0,1,-1,1,0
7122.0,2,0,5,101,9,0,0,0,0,8,1,1,0,0,1,17,77,0,0,0,0.153061225,0.352941177,0,1,1,0,0,0.010204082,0,0,0,0,1,0,0,1,1,-1,0.0,1,0,1,0
7933.0,1,0,5,69,4,0,0,0,0,8,1,1,0,0,1,14,48,0,0,0,0.136363636,0.447619048,0,1,1,0,1,0.011363636,0,0,0,0,1,1,0,1,1,0,0.0,-1,0,1,0
7986.0,2,1,6,177,18,0,0,1,0,8,1,1,0,0,1,24,127,18,0,0,0.258064516,0.37037037,0,1,1,0,0,0.0,0,0,0,0,1,0,0,1,1,-1,1.0,1,0,1,0
8217.0,2,1,6,119,8,0,0,0,0,8,1,1,0,0,0,29,83,0,0,0,0.318059299,0.985915493,1,1,1,0,0,0.0,0,0,0,0,1,1,0,1,1,-1,-1.0,1,-1,0,0
8563.0,1,0,1,34,0,0,0,0,0,0,1,0,0,0,0,24,3,0,0,0,0.12195122,0.057142857,0,1,1,0,0,0.146341463,0,0,0,0,1,0,0,1,1,1,1.0,1,1,1,0
8650.0,1,0,2,29,0,0,0,0,0,6,1,1,0,0,1,12,10,0,0,0,0.175,0.190476191,0,1,1,0,0,0.025,0,0,0,0,1,1,0,1,1,1,1.0,1,0,1,0
9604.0,3,1,3,57,0,0,0,0,0,7,1,1,0,0,0,26,24,0,0,0,0.0,0.0,0,1,1,0,1,0.0,0,0,0,0,1,0,0,1,1,0,1.0,-1,1,1,0
9969.0,2,1,0,29,0,0,0,0,0,0,1,0,0,0,0,21,1,0,0,0,0.253333333,0.438596491,0,1,1,0,1,0.1,0,0,0,0,1,0,0,1,1,1,0.0,-1,1,0,0
5243.0,3,1,5,62,0,0,0,0,0,0,1,1,0,0,1,27,28,0,0,0,0.722222222,0.264705882,0,1,0,0,0,0.0,0,0,0,0,1,1,0,1,1,0,1.0,1,0,-1,0
5672.0,1,0,5,81,7,0,0,0,0,8,1,1,0,0,0,18,56,0,0,0,0.24137931,0.305882353,0,0,0,0,0,0.094827586,0,0,0,0,1,1,0,1,1,-1,1.0,1,0,0,0
5831.0,2,1,2,99,3,0,7,0,0,6,1,0,0,0,1,19,73,0,0,0,0.070707071,0.48,0,1,0,0,0,0.03030303,0,0,0,0,1,1,0,1,1,-1,1.0,1,0,1,0
5886.0,4,1,3,71,0,0,0,1,0,7,1,0,0,0,1,18,34,11,0,0,0.037037037,0.113636364,0,1,0,0,0,0.0,0,0,0,0,1,0,0,1,1,0,1.0,1,0,1,0
6889.0,2,0,2,64,0,0,0,2,1,1,1,1,0,0,1,24,16,16,0,0,0.369565217,0.533333333,0,1,0,0,0,0.0,0,0,0,0,1,1,0,1,1,0,0.0,1,0,0,0
7007.0,3,1,1,62,1,1,0,1,0,8,1,1,0,0,0,29,15,10,0,0,0.011235955,0.038461539,0,1,0,0,0,0.0,0,0,0,0,1,0,0,1,1,0,1.0,1,0,1,0
7482.0,3,1,4,81,0,0,1,1,0,6,1,0,0,0,0,13,49,11,0,0,0.181818182,0.391304348,0,1,0,0,0,0.0,0,0,0,0,1,1,0,1,1,-1,0.0,1,0,1,0
8635.0,2,0,2,32,0,0,1,0,0,5,1,1,0,0,1,7,18,0,0,0,0.0,0.008474576,0,1,0,0,0,0.0,0,0,0,0,1,0,0,1,1,1,1.0,1,0,1,0
9278.0,3,1,2,56,0,0,3,0,0,4,1,1,0,0,0,15,34,0,0,0,0.002607562,0.047169811,0,1,0,0,0,0.000651891,0,0,0,0,1,0,0,1,1,0,1.0,1,1,1,0
9825.0,2,1,2,43,0,0,0,0,0,0,1,0,0,0,0,18,18,0,0,0,0.030888031,0.1,0,1,0,0,0,0.0,0,0,0,0,1,0,0,1,1,1,1.0,1,0,1,0
5765.0,2,1,4,98,6,0,0,0,0,8,1,1,0,0,0,20,71,0,0,0,0.138613861,1.0,1,1,0,0,0,0.03960396,0,0,0,1,0,1,0,1,1,-1,-1.0,1,-1,1,0
6009.0,2,0,3,137,15,0,0,0,0,6,1,1,0,0,1,16,114,0,0,0,0.919117647,0.605263158,0,1,1,1,1,0.0,1,0,0,0,0,0,0,1,1,-1,1.0,0,0,-1,0
6567.0,1,0,2,94,8,0,0,0,0,0,1,0,0,0,1,17,70,0,0,0,0.216,0.647058824,0,1,1,1,0,0.016,0,0,0,0,0,1,0,1,1,-1,-1.0,0,0,1,0
6958.0,3,1,6,72,5,0,0,0,0,9,1,1,0,0,1,17,48,0,0,0,0.196581197,0.787878788,0,1,1,1,0,0.0,0,0,0,0,0,0,0,1,1,0,-1.0,0,0,1,0
7501.0,1,0,5,74,5,0,0,0,0,0,1,0,0,0,1,13,54,0,0,0,0.134615385,0.142857143,0,1,1,1,0,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,1,1,0
9703.0,2,1,0,38,0,0,0,0,0,0,1,0,0,0,0,30,1,0,0,0,0.321428571,0.116666667,0,1,1,1,0,0.035714286,0,0,0,0,0,0,0,1,1,1,1.0,0,1,0,0
4284.0,3,1,3,43,0,0,0,0,0,0,1,0,0,0,0,17,19,0,1,0,0.888888889,0.0,0,1,0,1,0,0.111111111,0,0,0,0,0,0,0,1,1,1,1.0,0,1,-1,1
4640.0,2,0,3,39,0,0,0,0,0,0,1,0,0,0,0,13,19,0,1,0,0.888888889,0.0,0,1,0,1,0,0.111111111,0,0,0,0,0,0,0,1,1,1,1.0,0,1,-1,1
2804.0,3,0,5,89,1,0,2,0,0,10,1,1,0,0,1,19,63,0,0,0,0.0,1.0,1,1,0,1,0,0.0,1,0,0,0,0,0,0,1,1,-1,-1.0,0,-1,1,1
5616.0,3,1,3,79,4,0,0,0,0,6,1,1,0,0,0,26,46,0,0,0,0.448275862,0.989361702,0,0,0,1,0,0.034482759,0,0,0,0,0,1,0,1,1,-1,-1.0,0,-1,0,0
6507.0,2,0,5,119,12,0,0,0,0,6,1,1,0,0,1,21,91,0,0,0,0.104166667,0.5,0,0,0,1,0,0.104166667,0,0,0,0,0,0,0,1,1,-1,0.0,0,0,1,0
6591.0,3,1,4,177,0,0,3,9,0,25,1,0,0,0,1,24,29,116,0,0,0.013182674,0.052060738,0,1,0,1,0,0.0,0,0,0,0,0,1,0,1,1,-1,1.0,0,0,1,0
7518.0,1,0,5,78,5,0,0,0,0,8,1,1,0,0,0,16,55,0,0,0,0.099099099,0.243589744,0,1,0,1,0,0.117117117,0,0,0,0,0,1,0,1,1,-1,1.0,0,0,1,0
7767.0,2,0,1,79,0,0,1,4,3,6,1,0,0,0,0,15,10,46,0,0,0.086206897,0.222222222,0,1,0,1,0,0.0,0,0,0,0,0,0,0,1,1,-1,0.0,0,1,1,0
8114.0,2,0,4,61,2,0,0,0,0,0,1,0,0,0,0,8,46,0,0,0,0.149425287,0.012048193,0,1,0,1,0,0.0,0,0,0,0,0,0,0,1,1,0,1.0,0,1,1,0
8334.0,1,0,0,30,1,1,0,0,0,0,1,0,0,0,0,22,1,0,0,0,0.028169014,0.278350516,0,1,0,1,0,0.046277666,0,0,0,0,0,1,0,1,1,1,1.0,0,0,1,0
8507.0,1,0,3,32,0,0,0,0,0,0,1,0,0,0,0,13,12,0,0,0,0.173469388,0.15,0,1,0,1,0,0.010204082,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0
8574.0,1,0,3,35,0,0,0,0,0,3,1,0,0,0,1,18,10,0,0,0,0.196078431,0.243478261,0,1,0,1,0,0.009803922,0,0,0,0,0,1,0,1,1,1,1.0,0,0,1,0
8691.0,1,0,2,40,0,0,0,1,0,1,1,1,0,0,0,11,15,6,0,0,0.028901734,0.096774194,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0
8844.0,3,1,1,55,0,0,0,2,1,6,1,0,0,0,0,24,11,12,0,0,0.29787234,0.833333333,0,1,0,1,0,0.0,0,0,0,0,0,1,0,1,1,0,-1.0,0,0,1,0
9178.0,2,1,2,37,0,0,0,0,0,2,1,0,0,0,1,16,14,0,0,0,0.024390244,0.9375,0,0,0,1,0,0.024390244,0,0,0,0,0,1,0,1,1,1,-1.0,0,0,1,0
9621.0,2,1,1,52,0,0,2,0,0,0,1,1,0,0,0,21,24,0,0,0,0.045454546,0.25,0,1,0,1,0,0.090909091,0,0,0,0,0,0,0,1,1,1,-1.0,0,1,1,0
2832.0,4,1,5,68,1,0,1,0,0,0,1,0,0,0,0,10,51,0,1,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1.0,-1,0,1,1
2849.0,3,1,5,92,1,0,1,2,0,24,1,0,0,0,0,10,42,32,1,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,-1,0,1,1
3339.0,2,1,3,77,0,0,0,0,0,29,1,1,0,0,0,19,12,38,1,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,1,1,1,1
3340.0,2,1,3,38,0,0,0,0,0,0,1,1,0,0,0,19,12,0,1,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1.0,1,1,-1,1
3686.0,2,1,3,44,0,0,0,0,0,0,1,0,0,0,0,25,12,0,1,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1.0,1,1,-1,1
1536.0,2,1,0,55,2,2,0,0,0,8,1,1,0,0,0,47,1,0,0,0,0.0,0.2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1.0,1,0,1,1
1759.0,7,0,2,99,0,0,0,1,0,12,1,0,0,0,0,12,3,76,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,-1,0,1,1
1771.0,1,0,2,22,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
1772.0,7,0,2,98,0,0,0,1,0,11,1,0,0,0,0,12,3,75,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,-1,0,1,1
2606.0,2,0,3,43,0,0,0,0,0,0,1,0,0,0,0,12,24,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1.0,1,1,1,1
2750.0,3,0,4,46,1,0,0,0,0,0,1,0,0,0,0,10,29,0,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3071.0,2,1,3,37,0,0,0,0,0,0,1,0,0,0,1,22,8,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3074.0,2,1,2,43,0,0,0,0,0,6,1,1,0,0,0,22,14,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3075.0,2,1,3,48,0,0,0,0,0,3,1,1,0,0,0,22,19,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3076.0,2,1,3,48,0,0,0,0,0,1,1,1,0,0,0,22,19,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3077.0,2,1,3,48,0,0,0,0,0,2,1,1,0,0,0,22,19,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3105.0,2,1,2,37,0,0,0,0,0,5,1,1,0,0,0,22,8,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3108.0,2,1,3,41,0,0,0,0,0,7,1,1,0,0,0,22,12,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3110.0,2,1,3,41,0,0,0,0,0,7,1,1,0,0,0,22,12,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3111.0,2,1,3,41,0,0,0,0,0,7,1,1,0,0,0,22,12,0,0,0,0.0,0.2,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
3325.0,2,1,4,170,8,1,0,2,1,29,1,1,0,0,1,14,82,66,0,0,0.0,0.1,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,1,0,1,1
3636.0,3,1,2,60,5,1,0,0,0,0,1,0,0,0,1,17,36,0,0,0,0.076923077,0.0,0,1,1,0,0,0.076923077,0,0,0,0,0,0,0,1,1,0,1.0,1,1,1,1
4503.0,3,0,4,79,1,0,0,2,0,24,1,0,0,0,0,10,29,32,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,-1,0,1,1
4506.0,4,1,4,50,1,0,0,0,0,0,1,0,0,0,0,14,29,0,0,0,0.0,0.166666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,1,1.0,-1,0,1,1
4510.0,3,0,3,131,2,0,0,0,0,77,1,1,0,0,1,20,104,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,1,1,1,1
4535.0,6,0,2,74,0,0,0,0,0,3,1,0,0,0,1,18,49,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1.0,1,1,1,1
5086.0,2,1,0,22,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0.06993007,0.0,0,0,1,0,1,0.153846154,0,0,0,0,0,1,0,1,1,1,1.0,-1,1,1,0
5514.0,1,0,5,62,2,0,0,0,0,8,1,1,0,0,0,18,37,0,0,0,0.211805556,0.704761905,0,1,1,0,1,0.003472222,0,0,0,0,0,1,0,1,1,0,-1.0,-1,0,1,0
5643.0,2,0,4,73,5,0,0,0,0,7,1,1,0,0,1,19,47,0,0,0,0.074074074,0.28,0,1,1,0,0,0.037037037,0,0,0,0,0,1,0,1,1,0,0.0,1,0,1,0
5940.0,2,0,3,65,6,0,0,0,0,2,1,0,0,0,1,14,44,0,0,0,0.469387755,0.425925926,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0
6008.0,3,1,3,101,0,0,1,2,1,6,1,1,0,0,1,24,27,42,0,0,0.029411765,0.96,1,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,-1.0,-1,-1,1,0
6500.0,1,0,6,66,1,0,0,0,0,1,1,0,0,0,1,17,42,0,0,0,0.011976048,0.5,0,1,1,0,0,0.041916168,0,0,0,0,0,1,0,1,1,0,0.0,1,0,1,0
6515.0,1,0,6,115,8,0,0,0,0,8,1,1,0,0,1,19,89,0,0,0,0.091428571,0.277108434,0,1,1,0,0,0.0,0,0,0,0,0,1,0,1,1,-1,1.0,1,0,1,0
6657.0,2,1,5,69,3,0,0,0,0,8,1,1,0,0,1,33,29,0,0,0,0.166666667,0.428571429,0,1,1,0,1,0.071428571,0,0,0,0,0,1,0,1,1,0,-1.0,-1,0,1,0
6691.0,1,0,5,80,5,0,0,0,0,6,1,1,0,0,1,9,64,0,0,0,0.112,0.438202247,0,1,1,0,0,0.144,0,0,0,0,0,1,0,1,1,-1,1.0,1,0,1,0
6908.0,1,0,5,98,11,0,0,0,0,9,1,1,0,0,1,18,73,0,0,0,0.328358209,0.301886793,0,1,1,0,1,0.0,0,0,0,0,0,1,0,1,1,-1,0.0,-1,0,0,0
7076.0,1,0,4,99,14,2,0,0,0,6,1,1,0,0,1,17,75,0,0,0,0.037151703,0.21875,0,1,1,0,0,0.046439629,0,0,0,0,0,1,0,1,1,-1,1.0,1,0,1,0
7131.0,1,0,5,85,6,0,0,0,0,12,1,1,0,0,1,8,70,0,0,0,0.20754717,0.178082192,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,1,0,1,0
7316.0,1,0,5,124,13,0,0,0,0,8,1,1,0,0,1,17,100,0,0,0,0.376811594,1.0,1,1,1,0,0,0.014492754,0,0,0,0,0,1,0,1,1,-1,-1.0,1,0,0,0
7326.0,2,0,3,70,0,0,0,1,0,12,1,1,0,0,0,15,34,13,0,0,0.068376068,0.163636364,0,1,1,0,1,0.0,0,0,0,0,0,1,0,1,1,0,1.0,-1,0,1,0
7402.0,2,1,5,76,7,0,0,0,0,8,1,1,0,0,0,24,45,0,0,0,0.055555556,0.618181818,0,1,1,0,1,0.0,0,0,0,0,0,1,0,1,1,-1,-1.0,-1,0,1,0
7407.0,1,0,5,83,7,0,0,0,0,8,1,1,0,0,1,15,61,0,0,0,0.175438597,0.456140351,1,1,1,0,0,0.035087719,0,0,0,0,0,0,0,1,1,-1,-1.0,1,0,1,0
7475.0,1,0,3,95,9,0,0,0,0,2,1,0,0,0,1,13,75,0,0,0,0.416666667,0.443037975,0,1,1,0,1,0.045454546,0,0,0,0,0,1,0,1,1,-1,-1.0,-1,0,0,0
7602.0,1,0,5,71,5,0,0,0,0,10,1,1,0,0,1,17,47,0,0,0,0.224489796,0.9875,1,1,1,0,0,0.005102041,0,0,0,0,0,1,0,1,1,0,-1.0,1,-1,1,0
7642.0,1,0,2,62,6,0,0,0,0,10,1,1,0,0,0,18,37,0,0,0,0.083333333,0.352941177,0,1,1,0,0,0.027777778,0,0,0,0,0,0,0,1,1,0,0.0,1,0,1,0
7759.0,2,1,5,82,5,0,0,0,0,8,1,1,0,0,1,22,53,0,0,0,0.435897436,0.87037037,0,1,1,0,0,0.025641026,0,0,0,0,0,1,0,1,1,-1,-1.0,1,-1,0,0
7801.0,1,0,5,71,5,0,0,0,0,8,1,1,0,0,1,18,46,0,0,0,0.587301587,0.342105263,0,1,1,0,0,0.111111111,0,0,0,0,0,1,0,1,1,0,-1.0,1,0,-1,0
7870.0,1,0,4,63,1,0,0,0,0,0,1,1,0,0,0,10,46,0,0,0,0.064814815,0.148648649,0,1,1,0,1,0.018518519,0,0,0,0,0,0,0,1,1,0,1.0,-1,1,1,0
7987.0,2,0,2,78,6,0,0,0,0,4,1,1,0,0,1,22,49,0,0,0,0.070175439,0.202531646,0,1,1,0,0,0.0,0,0,0,0,0,1,0,1,1,-1,0.0,1,0,1,0
8526.0,1,0,5,42,1,0,0,0,0,1,1,0,0,0,1,11,24,0,0,0,0.092485549,0.567567568,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0
8657.0,1,0,3,35,0,0,0,0,0,0,1,0,0,0,0,16,12,0,0,0,0.36101083,0.45,1,1,1,0,0,0.007220217,0,0,0,0,0,1,0,1,1,1,-1.0,1,0,0,0
8735.0,1,0,3,40,1,0,0,0,0,0,1,0,0,0,0,14,19,0,0,0,0.204545455,0.181818182,0,1,1,0,0,0.090909091,0,0,0,0,0,1,0,1,1,1,1.0,1,0,1,0
8830.0,1,0,5,56,1,0,0,0,0,1,1,0,0,0,1,16,33,0,0,0,0.442622951,0.807017544,0,1,1,0,0,0.073770492,0,0,0,0,0,1,0,1,1,0,-1.0,1,0,0,0
9042.0,1,0,3,39,1,0,0,0,0,1,1,0,0,0,0,19,13,0,0,0,0.169916435,0.929411765,1,1,1,0,0,0.030640669,0,0,0,0,0,1,0,1,1,1,-1.0,1,-1,1,0
9052.0,1,0,2,53,6,0,0,0,0,8,1,1,0,0,0,5,41,0,0,0,0.023529412,0.127272727,0,1,1,0,1,0.117647059,0,0,0,0,0,1,0,1,1,1,1.0,-1,1,1,0
9177.0,3,1,4,57,0,0,2,0,0,3,1,1,0,0,0,15,35,0,0,0,0.117647059,0.52631579,0,1,1,0,1,0.129411765,0,0,0,0,0,1,0,1,1,0,1.0,-1,0,1,0
9243.0,2,1,2,54,0,0,0,0,0,0,1,0,0,0,0,25,22,0,0,0,0.021929825,0.777777778,1,1,1,0,1,0.039473684,0,0,0,0,0,0,0,1,1,0,0.0,-1,-1,1,0
9277.0,2,1,2,43,0,0,0,1,0,2,1,0,0,0,0,14,14,7,0,0,0.017964072,0.094594595,0,1,1,0,1,0.0,0,0,0,0,0,1,0,1,1,1,1.0,-1,0,1,0
9445.0,3,1,3,44,0,0,0,0,0,7,1,1,0,0,0,16,21,0,0,0,0.268292683,0.850746269,0,1,1,0,1,0.170731707,0,0,0,0,0,1,0,1,1,1,-1.0,-1,0,0,0
9814.0,3,1,1,50,0,0,1,1,0,7,1,0,0,0,0,15,13,14,0,0,0.279569893,0.987341772,1,1,1,0,0,0.0,0,0,0,0,0,1,0,1,1,1,-1.0,1,-1,1,0
4766.0,3,1,3,63,0,0,0,0,0,0,1,1,0,0,0,28,28,0,0,1,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1.0,1,1,-1,1
4837.0,3,1,2,52,0,0,0,0,0,0,1,0,0,0,0,28,17,0,0,1,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1.0,1,1,-1,1
5297.0,3,1,5,83,3,0,0,0,0,4,1,1,0,0,1,18,58,0,0,1,0.151515152,0.1875,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1.0,1,0,1,0
5424.0,2,0,5,65,3,0,0,0,0,8,1,1,0,0,0,12,46,0,0,1,0.052884615,0.095238095,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1.0,1,0,1,0
8073.0,2,0,6,67,0,0,1,0,0,28,1,1,0,0,0,9,51,0,0,1,0.686520376,0.974137931,1,1,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,-1.0,1,-1,-1,0
9540.0,2,1,2,31,0,0,0,0,0,0,1,0,0,0,0,12,12,0,0,1,0.539772727,0.186440678,0,1,0,0,0,0.051136364,0,0,0,0,0,0,0,1,1,1,1.0,1,0,0,0
3460.0,4,1,3,56,0,0,0,0,0,0,1,0,0,0,1,29,20,0,2,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1.0,1,1,1,1
1878.0,4,0,6,78,0,0,0,0,0,10,1,1,1,0,1,13,58,0,1,0,0.0,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,-1,1.0,1,1,1,1
